doc.query,map
nnn.nnn,0.22849370999370996
nnn.nnc,0.2287318052318052
nnn.ntn,0.3114750540464826
nnn.ntc,0.3114750540464826
nnn.lnn,0.2246104681754032
nnn.lnc,0.22488662059441275
nnn.ltn,0.30802860631432055
nnn.ltc,0.30802860631432055
nnn.ann,0.22191855210686376
nnn.anc,0.22215664734495902
nnn.atn,0.2976109710395424
nnn.atc,0.2976109710395424
nnn.bnn,0.2089085198111172
nnn.bnc,0.20892615649542057
nnn.btn,0.29638123973188907
nnn.btc,0.29638123973188907
nnc.nnn,0.2628006569548777
nnc.nnc,0.2629163976956184
nnc.ntn,0.32588236841321255
nnc.ntc,0.32588236841321255
nnc.lnn,0.25806526536234325
nnc.lnc,0.25791645583853373
nnc.ltn,0.3199391514570086
nnc.ltc,0.3199391514570086
nnc.ann,0.2552873982078528
nnc.anc,0.25540313894859346
nnc.atn,0.3155098361835375
nnc.atc,0.3155098361835375
nnc.bnn,0.2534530420877823
nnc.bnc,0.253645399333711
nnc.btn,0.30925792791864226
nnc.btc,0.30925792791864226
ntn.nnn,0.3114750540464826
ntn.nnc,0.3114750540464826
ntn.ntn,0.3316629311044895
ntn.ntc,0.3316629311044895
ntn.lnn,0.30802860631432055
ntn.lnc,0.30802860631432055
ntn.ltn,0.3297891050748194
ntn.ltc,0.3297891050748194
ntn.ann,0.2976109710395424
ntn.anc,0.2976109710395424
ntn.atn,0.3269821092808106
ntn.atc,0.3269821092808106
ntn.bnn,0.29638123973188907
ntn.bnc,0.29638123973188907
ntn.btn,0.32300043078614504
ntn.btc,0.32300043078614504
ntc.nnn,0.3060150992586057
ntc.nnc,0.3060150992586057
ntc.ntn,0.3330614091696343
ntc.ntc,0.3330614091696343
ntc.lnn,0.30556433309355385
ntc.lnc,0.30556433309355385
ntc.ltn,0.33377547144213815
ntc.ltc,0.33377547144213815
ntc.ann,0.30527227065863427
ntc.anc,0.30527227065863427
ntc.atn,0.3304289398272083
ntc.atc,0.3304289398272083
ntc.bnn,0.2990970101327244
ntc.bnc,0.2990970101327244
ntc.btn,0.3226260596866658
ntc.btc,0.3226260596866658
lnn.nnn,0.23236520021584955
lnn.nnc,0.23236520021584955
lnn.ntn,0.28634641608992256
lnn.ntc,0.28634641608992256
lnn.lnn,0.22900263685328617
lnn.lnc,0.22900263685328617
lnn.ltn,0.2860631015208937
lnn.ltc,0.2860631015208937
lnn.ann,0.22621529352481728
lnn.anc,0.22621529352481728
lnn.atn,0.28107558446844155
lnn.atc,0.28107558446844155
lnn.bnn,0.21943495938084676
lnn.bnc,0.21943495938084676
lnn.btn,0.28130199826628394
lnn.btc,0.28130199826628394
lnc.nnn,0.2629233138194177
lnc.nnc,0.2629233138194177
lnc.ntn,0.3264134119247756
lnc.ntc,0.3264134119247756
lnc.lnn,0.2583608637634612
lnc.lnc,0.2583608637634612
lnc.ltn,0.32108817439174586
lnc.ltc,0.32108817439174586
lnc.ann,0.2546806257715349
lnc.anc,0.2546806257715349
lnc.atn,0.3190420723456438
lnc.atc,0.3190420723456438
lnc.bnn,0.24968345122890578
lnc.bnc,0.24968345122890578
lnc.btn,0.31176577961480567
lnc.btc,0.31176577961480567
ltn.nnn,0.28634641608992256
ltn.nnc,0.28634641608992256
ltn.ntn,0.3423678173678174
ltn.ntc,0.3423678173678174
ltn.lnn,0.2860631015208937
ltn.lnc,0.2860631015208937
ltn.ltn,0.3405540875670746
ltn.ltc,0.3405540875670746
ltn.ann,0.28107558446844155
ltn.anc,0.28107558446844155
ltn.atn,0.3390018303005316
ltn.atc,0.3390018303005316
ltn.bnn,0.28130199826628394
ltn.bnc,0.28130199826628394
ltn.btn,0.33406294114735674
ltn.btc,0.33406294114735674
ltc.nnn,0.3003304915382838
ltc.nnc,0.3003304915382838
ltc.ntn,0.31591674022626404
ltc.ntc,0.31591674022626404
ltc.lnn,0.29710575379406556
ltc.lnc,0.29710575379406556
ltc.ltn,0.3145025988121226
ltc.ltc,0.3145025988121226
ltc.ann,0.29558975416118277
ltc.anc,0.29558975416118277
ltc.atn,0.31432741244646006
ltc.atc,0.31432741244646006
ltc.bnn,0.2889184624898911
ltc.bnc,0.2889184624898911
ltc.btn,0.3110703520465425
ltc.btc,0.3110703520465425
ann.nnn,0.2304424329878875
ann.nnc,0.22915340455600192
ann.ntn,0.31215248772391635
ann.ntc,0.31215248772391635
ann.lnn,0.22929818185662343
ann.lnc,0.22723468979313133
ann.ltn,0.31036235385586036
ann.ltc,0.31036235385586036
ann.ann,0.22489024972141855
ann.anc,0.22282675765792648
ann.atn,0.30129403593039955
ann.atc,0.30129403593039955
ann.bnn,0.22228984483529937
ann.bnc,0.22050636376610402
ann.btn,0.2996873674665883
ann.btc,0.2996873674665883
anc.nnn,0.2562919412237594
anc.nnc,0.2562919412237594
anc.ntn,0.3298721091318494
anc.ntc,0.3298721091318494
anc.lnn,0.2520721927182966
anc.lnc,0.2520721927182966
anc.ltn,0.32599300410988724
anc.ltc,0.32599300410988724
anc.ann,0.24542053269001327
anc.anc,0.24542053269001327
anc.atn,0.32262255381302996
anc.atc,0.32262255381302996
anc.bnn,0.24220971224542653
anc.bnc,0.24220971224542653
anc.btn,0.3147206521232495
anc.btc,0.3147206521232495
atn.nnn,0.31215248772391635
atn.nnc,0.31215248772391635
atn.ntn,0.3277521054782959
atn.ntc,0.3277521054782959
atn.lnn,0.31036235385586036
atn.lnc,0.31036235385586036
atn.ltn,0.3253378002068478
atn.ltc,0.3253378002068478
atn.ann,0.30129403593039955
atn.anc,0.30129403593039955
atn.atn,0.32549004566861706
atn.atc,0.32549004566861706
atn.bnn,0.2996873674665883
atn.bnc,0.2996873674665883
atn.btn,0.32297682752552875
atn.btc,0.32297682752552875
atc.nnn,0.31525378501568974
atc.nnc,0.31525378501568974
atc.ntn,0.32936764309924477
atc.ntc,0.32936764309924477
atc.lnn,0.311985516007161
atc.lnc,0.311985516007161
atc.ltn,0.3267971765287782
atc.ltc,0.3267971765287782
atc.ann,0.3099640042497185
atc.anc,0.3099640042497185
atc.atn,0.3259444594206498
atc.atc,0.3259444594206498
atc.bnn,0.3029253550682122
atc.bnc,0.3029253550682122
atc.btn,0.32308044512806416
atc.btc,0.32308044512806416
bnn.nnn,0.21472590372590372
bnn.nnc,0.21472590372590372
bnn.ntn,0.2974381544381544
bnn.ntc,0.2974381544381544
bnn.lnn,0.21639257039257037
bnn.lnc,0.21956717356717353
bnn.ltn,0.2963871155299727
bnn.ltc,0.2963871155299727
bnn.ann,0.21059765983575504
bnn.anc,0.2137722630103582
bnn.atn,0.29185723623818866
bnn.atc,0.29185723623818866
bnn.bnn,0.2080824677967535
bnn.bnc,0.2080824677967535
bnn.btn,0.2867359122359122
bnn.btc,0.2867359122359122
bnc.nnn,0.23392705899199404
bnc.nnc,0.23392705899199404
bnc.ntn,0.32542705923225407
bnc.ntc,0.32542705923225407
bnc.lnn,0.23069156432792792
bnc.lnc,0.23037410401046762
bnc.ltn,0.32319595700115183
bnc.ltc,0.32319595700115183
bnc.ann,0.22750696922125493
bnc.anc,0.22750696922125493
bnc.atn,0.31737601984355235
bnc.atc,0.31737601984355235
bnc.bnn,0.22559174159174158
bnc.bnc,0.22559174159174158
bnc.btn,0.312094622068648
bnc.btc,0.312094622068648
btn.nnn,0.2974381544381544
btn.nnc,0.2974381544381544
btn.ntn,0.3235957851672137
btn.ntc,0.3235957851672137
btn.lnn,0.2963871155299727
btn.lnc,0.2963871155299727
btn.ltn,0.3218030276601705
btn.ltc,0.3218030276601705
btn.ann,0.29185723623818866
btn.anc,0.29185723623818866
btn.atn,0.3191619253762111
btn.atc,0.3191619253762111
btn.bnn,0.2867359122359122
btn.bnc,0.2867359122359122
btn.btn,0.318091046519618
btn.btc,0.318091046519618
btc.nnn,0.29810650540737116
btc.nnc,0.29810650540737116
btc.ntn,0.32081873769969005
btc.ntc,0.32081873769969005
btc.lnn,0.2927055888635975
btc.lnc,0.2927055888635975
btc.ltn,0.31905910051148145
btc.ltc,0.31905910051148145
btc.ann,0.287039774799515
btc.anc,0.287039774799515
btc.atn,0.31563393661012706
btc.atc,0.31563393661012706
btc.bnn,0.2859255979710525
btc.bnc,0.2859255979710525
btc.btn,0.31377160581922486
btc.btc,0.31377160581922486
